MOF,uptake_ads,uptake_des,del_q,heat_ads,heat_des,del_H_ads,LISD,LFSD,LISFS,Unit_cell_volume,Density,ASA_A2,ASA_m2_per_cm3,ASA_m2_per_g,NASA_A2,NASA_m2_per_cm3,NASA_m2_per_g,Number_of_channels,Channel_surface_area_A2,Number_of_pockets,AV_A3,AV_Volume_fraction,AV_cm3_per_g,NAV_A3,NAV_Volume_fraction,NAV_cm3_per_g,Channel_volume,Number_of_pockets.1,oms_value,Pocket_volume_A3,Pocket_surface_area_A2,No_of_Channel,Di,Df,Dif,H,Yb,Ir,K,V,Te,Mn,Co,Sr,Bi,Cd,Mg,P,Be,Cl,As,F,Pb,Pr,Mo,I,Er,Fe,Pu,Y,W,Gd,Sn,Se,Cs,B,Ge,C,Si,Ag,Pt,S,Th,Ca,Dy,Au,Rb,Zr,Ho,Br,Sc,Na,U,Pd,Nd,Ni,Np,N,Nb,Ru,Li,Lu,Zn,Hg,Hf,Sb,In,Eu,Ga,Tb,Tm,Sm,O,La,Cr,Ti,Ba,Rh,Ce,Cu,Al,Re,COP
QIYDIN01_clean,0.709647112,0.586932423,0.122714689,-22.55662,-21.31199,-21.934305,22.0494,10.45655,20.0573,80939.1,0.395741,14534,1795.67,4537.49,0,0,0,1,14534,0,39644,0.4898,1.23768,0,0,0,39644,0,48,0,0,1,22.0494,10.4566,22.0494,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,48,0,0,0.426374336
HUNCIE_clean,0.817129935,0.710352077,0.106777859,-19.39872,-18.58004,-18.98938,23.84742,20.37646,23.84742,42994.7,0.290995,6837.67,1590.35,5465.22,0,0,0,1,6837.67,0,26269.8,0.611,2.09969,0,0,0,26269.8,0,16,0,0,1,23.8474,20.3765,23.8474,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,16,0,0,0.432391424
LATBUG_clean,0.879410444,0.744463771,0.134946673,-24.76699,-22.91866,-23.842825,17.59724,12.81315,16.89833,47134.3,0.373345,8253.35,1751.03,4690.11,0,0,0,1,8253.35,0,25028.3,0.531,1.42228,0,0,0,25028.3,0,24,0,0,1,17.5972,12.8131,17.5972,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0.421484897
TOVKOG_clean,0.703058609,0.599994586,0.103064023,-18.72507,-18.1806,-18.452835,22.84921,12.7998,22.84213,15508.4,0.3316,2387.87,1539.73,4643.33,0,0,0,1,2387.87,0,9180.95,0.592,1.78528,0,0,0,9180.95,0,6,0,0,1,22.8492,12.7998,22.8492,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0.430861863
SUGDIJ_auto,0.715102713,0.584246045,0.130856668,-24.69275,-22.36698,-23.529865,13.19451,11.59725,12.65812,10034,0.409914,1964.63,1957.98,4776.56,0,0,0,1,1964.63,0,4862.46,0.4846,1.1822,0,0,0,4862.46,0,0,0,0,1,13.1945,11.5973,12.6966,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,8,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0.419885562
MEHMET_clean,0.755183497,0.629898579,0.125284918,-23.39378,-22.18404,-22.78891,21.819,8.48452,13.92375,29220.1,0.408796,5503.78,1883.56,4607.58,0,0,0,1,5503.78,0,14814.6,0.507,1.24023,0,0,0,14814.6,0,24,0,0,1,21.819,8.48452,13.9237,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,24,0,0,0.420605613
VAGMAT_clean,0.932984656,0.785108837,0.147875819,-27.503,-24.25162,-25.87731,14.97584,13.37849,14.97584,7206.29,0.364732,1365.54,1894.93,5195.42,0,0,0,1,1365.54,0,3851.04,0.5344,1.46519,0,0,0,3851.04,0,4,0,0,1,14.9758,13.3785,14.9758,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0.413460701
XAFFAN_clean,0.932128853,0.786734365,0.145394487,-26.89529,-24.46685,-25.68107,14.97377,13.33886,14.97377,7197.36,0.365184,1360.82,1890.72,5177.44,0,0,0,1,1360.82,0,3852.03,0.5352,1.46556,0,0,0,3852.03,0,4,0,0,1,14.9738,13.3389,14.9738,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0.413115142
OKUTEV_clean,0.706307484,0.608237072,0.098070413,-18.51059,-16.80414,-17.657365,23.06458,13.23343,23.06458,94456.8,0.330655,15111.7,1599.85,4838.42,0,0,0,1,15111.7,0,56523,0.5984,1.80974,0,0,0,56523,0,48,0,0,1,23.0646,13.2334,23.0646,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,48,0,0,0.428754892
NIBHOW_clean,0.71200578,0.617377703,0.094628077,-17.05432,-16.49068,-16.7725,27.96102,15.14045,27.96102,25357.3,0.279595,3627.92,1430.72,5117.13,0,0,0,1,3627.92,0,16335.2,0.6442,2.30405,0,0,0,16335.2,0,12,0,0,1,27.961,15.1405,27.961,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,12,0,0,0.430441109
QIYDAF_clean,0.698799726,0.581275572,0.117524154,-22.56309,-21.28145,-21.92227,22.97419,8.66329,22.97419,19862.8,0.403152,3527.53,1775.95,4405.16,0,0,0,1,3527.53,0,9653.33,0.486,1.2055,0,0,0,9653.33,0,12,0,0,1,22.9742,8.66329,22.9742,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,12,0,0,0.418657801
LATCAN_clean,0.8685714,0.736901162,0.131670239,-25.25923,-23.08416,-24.171695,17.46459,13.67563,14.95403,45862.7,0.380351,8040.24,1753.11,4609.19,0,0,0,1,8040.24,0,24160.5,0.5268,1.38504,0,0,0,24160.5,0,24,0,0,1,17.4646,13.6756,14.954,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,24,0,0,0,0,0,0,0,0.414022119
SUNLAP_clean,0.717258659,0.619069254,0.098189404,-18.1823,-17.64335,-17.912825,16.05147,13.98726,16.05147,42962.6,0.304225,7186.42,1672.72,5498.28,0,0,0,1,7186.42,0,25494,0.5934,1.95053,0,0,0,25494,0,16,0,0,1,16.0515,13.9873,16.0515,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,16,0,0,0.426158298
ZILBUT_clean,0.800112686,0.672947416,0.12716527,-24.80292,-22.78577,-23.794345,15.80176,10.40707,15.80176,5053.65,0.391248,1004.3,1987.27,5079.31,0,0,0,1,1004.3,0,2521.77,0.499,1.2754,0,0,0,2521.77,0,0,0,0,1,15.8018,10.4071,15.8018,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0.412374852
XAHPON_clean,0.73110377,0.638403501,0.092700269,-17.67675,-16.30958,-16.993165,17.6588,15.34842,17.6588,20791.6,0.284265,3098.22,1490.13,5242.06,0,0,0,1,3098.22,0,13285.8,0.639,2.2479,0,0,0,13285.8,0,8,0,0,1,17.6588,15.3484,17.6588,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,8,0,0,0.423078724
HABQUY_clean,0.721234325,0.627808795,0.09342553,-17.37425,-17.02002,-17.197135,25.72821,12.0883,18.80302,51745.3,0.289452,8557.07,1653.69,5713.18,0,0,0,1,8557.07,0,31088.6,0.6008,2.07565,0,0,0,31088.6,0,24,0,0,1,25.7282,12.0883,18.803,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,24,0,0,0.422663644
FEBXIV_clean,0.741356756,0.645950683,0.095406072,-18.06576,-17.46362,-17.76469,16.91696,15.25336,16.91696,21503,0.293688,3230.49,1502.34,5115.42,0,0,0,1,3230.49,0,13108.2,0.6096,2.07567,0,0,0,13108.2,0,8,0,0,1,16.917,15.2534,16.917,96,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,8,0,0,0.421278238
ic101935f_si_002_auto,0.757982522,0.624267473,0.133715048,-26.69783,-23.42292,-25.060375,13.81112,8.38682,13.81112,20257.1,0.408029,4220.3,2083.37,5105.93,0,0,0,1,4220.3,0,9893.57,0.4884,1.19697,0,0,0,9893.57,0,0,0,0,1,13.8111,8.37222,13.8111,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,16,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0.407194461
ja809985t_si_002_clean,0.779829277,0.659503432,0.120325845,-24.24585,-21.867,-23.056425,23.47042,8.92569,23.47042,80915.6,0.406231,14449.8,1785.78,4395.97,0,0,0,1,14449.8,0,44616.9,0.5514,1.35735,0,0,0,44616.9,0,0,0,0,1,23.4704,8.92569,23.4704,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,234,0,0,0,0,0,0,0,0,0,0.410816755
ja5111317_ja5111317_si_002_auto,0.722503026,0.597849809,0.124653217,-24.93479,-22.76304,-23.848915,21.37941,8.84486,21.34305,16284.3,0.420413,3043.3,1868.85,4445.27,0,0,0,1,3043.3,0,7731.79,0.4748,1.12936,0,0,0,7731.79,0,3,0,0,1,21.3794,8.84486,21.3794,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0.408547324
FIFGEI_clean,0.816813973,0.688069306,0.128744667,-25.46473,-23.546,-24.505365,16.41632,14.69313,16.41632,8697.84,0.412792,1519.97,1747.52,4233.42,0,0,0,1,1519.97,0,4898.62,0.5632,1.36437,0,0,0,4898.62,0,6,0,0,1,16.4163,14.6931,16.4163,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0.407009098
LEHXUT_clean,0.790685457,0.673026101,0.117659357,-23.62379,-22.54878,-23.086285,25.64502,8.7446,25.64502,36293.7,0.407171,6789.11,1870.6,4594.14,0,0,0,1,6789.11,0,17805.7,0.4906,1.2049,0,0,0,17805.7,0,24,0,0,1,25.645,8.7446,25.645,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,24,0,0,0.40666561
TOZHAR_clean,0.170237036,0.005140765,0.165096271,-36.16388,-22.02442,-29.09415,4.64325,3.52456,4.64325,926.22,1.35498,89.1324,962.325,710.213,0,0,0,2,44.8402,0,12.0409,0.013,0.00959424,0,0,0,5.92781,0,4,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395195073
BIBXOB_clean,0.806841566,0.675013337,0.131828228,-27.18931,-24.2517,-25.720505,19.72099,8.03477,19.72099,8551.74,0.409554,1740.19,2034.9,4968.57,0,0,0,1,1740.19,0,4171.54,0.4878,1.19105,0,0,0,4171.54,0,0,0,0,1,19.721,8.03477,19.721,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0.3984811
ADASAB_charged,0.631672645,0.536106984,0.095565661,-19.21548,-18.43112,-18.8233,23.7938,13.49014,22.83591,65324.1,0.343942,10848.9,1660.78,4828.68,0,0,0,1,10848.9,0,38306,0.5864,1.70494,0,0,0,38306,0,24,0,0,1,23.7938,13.4901,22.8359,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,0,0,0,0,0,48,0,0,0.410385214
VABKER_clean,0.855152669,0.744266489,0.11088618,-22.82884,-22.02625,-22.427545,26.26324,13.68573,26.26324,37563.5,0.386827,6089.39,1621.09,4190.75,0,0,0,1,6089.39,0,21073.1,0.561,1.45026,0,0,0,21073.1,0,8,0,0,1,26.2632,13.6857,26.2632,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,16,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0.402915762
EDUWAB_clean,0.670454951,0.579790072,0.090664879,-17.94434,-17.16516,-17.55475,25.36331,15.71793,25.36331,9924.93,0.347361,1233.1,1242.43,3576.76,0,0,0,1,1233.1,0,6905.77,0.6958,2.00311,0,0,0,6905.77,0,0,0,0,1,25.3633,15.7179,25.3633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0.41190037
CEKNIQ_clean,0.722416513,0.602199587,0.120216926,-25.21356,-23.04806,-24.13081,19.30541,12.33787,19.30541,49394.9,0.450433,8273.14,1674.9,3718.42,0,0,0,1,8273.14,0,26475.7,0.536,1.18997,0,0,0,26475.7,0,16,0,0,1,19.3054,12.3379,19.3054,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0.399806301
ADASEF_clean,0.641127938,0.538782264,0.102345674,-21.39328,-19.89752,-20.6454,21.60426,10.89053,17.62433,40224.7,0.435607,7338.83,1824.46,4188.32,0,0,0,1,7338.83,0,21351.3,0.5308,1.21853,0,0,0,21351.3,0,48,0,0,1,21.6043,10.8905,17.6243,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,48,0,0,0.405815088
SICZOV_clean,0.796053894,0.676474432,0.119579462,-25.17356,-23.21444,-24.194,19.74351,11.39684,19.74351,12623.5,0.419881,2214.21,1754.04,4177.47,0,0,0,1,2214.21,0,6657.62,0.5274,1.25607,0,0,0,6657.62,0,6,0,0,1,19.7435,11.3968,19.7435,72,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0.398324287
ICITEU_charged,0.531704969,0.418574432,0.113130537,-24.68881,-21.50029,-23.09455,19.80535,10.45371,19.80535,14276.7,0.512865,2342.51,1640.79,3199.26,97.2813,68.1399,132.861,1,2342.51,1,6421.66,0.4498,0.877034,48.5408,0.0034,0.00662943,6421.66,1,0,48.5408,97.2813,1,19.8054,10.4537,19.8054,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,156,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0.399824468
ja5b02999_si_007_clean,0.746705346,0.627712048,0.118993298,-25.13875,-23.19048,-24.164615,19.2415,15.82547,19.2415,8405.93,0.414726,1498.57,1782.75,4298.64,0,0,0,1,1498.57,0,4117.23,0.4898,1.18102,0,0,0,4117.23,0,6,0,0,1,19.2415,15.8255,19.2415,56,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.397813353
MUZKEZ_clean,0.977204309,0.850193656,0.127010653,-26.61431,-24.74143,-25.67787,17.52243,13.2857,15.55624,46399.9,0.353615,8013.08,1726.96,4883.73,0,0,0,1,8013.08,0,24536.2,0.5288,1.49541,0,0,0,24536.2,0,0,0,0,1,17.5224,13.2857,15.5562,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,24,0,0.393382226
BIPSUQ_clean,0.694605195,0.587531485,0.10707371,-22.35334,-21.92929,-22.141315,18.61448,16.95994,18.61448,42951.6,0.43749,8455.78,1968.68,4499.93,0,0,0,1,8455.78,0,21776.5,0.507,1.15888,0,0,0,21776.5,0,42,0,0,1,18.6145,16.9599,18.6145,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,42,0,0,0.399437079
DITJOH_clean,0.723498965,0.601783954,0.121715011,-26.24958,-23.57289,-24.911235,19.51903,8.59079,19.51903,8396.19,0.448746,1518.2,1808.2,4029.45,0,0,0,1,1518.2,0,4174.59,0.4972,1.10798,0,0,0,4174.59,0,0,0,0,1,19.519,8.59079,19.519,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0.394208391
ADATIK_clean,0.613596725,0.52427068,0.089326045,-18.04795,-17.45544,-17.751695,24.53097,12.17426,18.59326,50948.1,0.377577,8760.21,1719.44,4553.88,0,0,0,1,8760.21,0,29672.2,0.5824,1.54247,0,0,0,29672.2,0,48,0,0,1,24.531,12.1743,18.5933,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,48,0,0,0.406489608
GISNED_clean,0.697656685,0.578767422,0.118889263,-25.5397,-23.52059,-24.530145,16.88394,10.32359,16.81031,53354.7,0.446812,10703.1,2006.03,4489.64,0,0,0,1,10703.1,0,24116.3,0.452,1.01161,0,0,0,24116.3,0,0,0,0,1,16.8839,10.3236,16.8839,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,228,0,0,0,0,0,0,0,0,0,0.394145485
YUZPIU_clean,0.770724762,0.659195818,0.111528945,-23.12645,-23.24668,-23.186565,24.80606,10.12327,24.80606,80258.2,0.405541,15371.4,1915.24,4722.68,0,0,0,1,15371.4,0,39599.4,0.4934,1.21665,0,0,0,39599.4,0,16,0,0,1,24.8061,10.1233,24.8061,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,48,0,0,0,0,0,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0.396468629
TOVJEV_clean,0.827804374,0.697052006,0.130752368,-27.83845,-25.01535,-26.4269,13.69991,10.37066,13.69991,18025.5,0.399582,3375.77,1872.78,4686.84,0,0,0,1,3375.77,0,9056,0.5024,1.25731,0,0,0,9056,0,4,0,0,1,13.6999,10.3707,13.6999,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0.390529639
jacs.6b04608_ja6b04608_si_003_clean,0.592298408,0.486337122,0.105961286,-22.99323,-21.21257,-22.1029,17.73043,10.1683,17.73043,120298,0.472151,23536.7,1956.54,4143.87,0,0,0,1,23536.7,0,55866.3,0.4644,0.983583,0,0,0,55866.3,0,0,0,0,1,17.7304,10.1683,17.7304,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,1440,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,0,0,0,0,0,0,0,0,0,0.397908958
VABKAN_clean,0.836150827,0.727424192,0.108726635,-23.30738,-22.35552,-22.83145,25.95561,13.82351,25.95561,36468.4,0.397099,5981.95,1640.31,4130.73,0,0,0,1,5981.95,0,20167,0.553,1.3926,0,0,0,20167,0,8,0,0,1,25.9556,13.8235,25.9556,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,16,0,0,0.395468373
RANCEQ_clean,0.683445436,0.564692768,0.118752668,-26.05074,-23.39869,-24.724715,14.17199,12.04929,14.06144,25014,0.445038,4042.32,1616.02,3631.2,0,0,0,1,4042.32,0,12341.9,0.4934,1.10867,0,0,0,12341.9,0,0,0,0,1,14.172,12.0493,14.0865,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,16,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0.392112309
OYERER_clean,0.51227934,0.413685414,0.098593926,-21.29721,-20.19486,-20.746035,14.79009,11.45272,14.53149,7866.86,0.462369,1626.26,2067.23,4470.95,0,0,0,1,1626.26,0,3565.26,0.4532,0.98017,0,0,0,3565.26,0,12,0,0,1,14.7901,11.4527,14.7901,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,6,0,0,0,0,6,0,0,0.397489085
